Time,Population,GeneTickets,SocialTickets,LearningTickets
0,219.2325581395349,0.19356067765822133,0.1829899595179226,0.19290834308326546
1,249.2093023255814,0.2599924082269187,0.24666438145272832,0.23905426211996023
2,267.6046511627907,0.3222894632672045,0.2893778775994366,0.28478578992889364
3,286.1162790697674,0.38249010497855784,0.3323441730804839,0.333137161744188
4,296.13953488372096,0.4366120320900426,0.33986964217582566,0.38309425330820884
5,309.4186046511628,0.48138169547064075,0.36433395538649316,0.41993777319514103
6,325.5581395348837,0.5214896994202007,0.4017077389887535,0.4444531273534908
7,334.4186046511628,0.5561165597705042,0.43350288228506795,0.46712086987385093
8,343.2093023255814,0.6049981897845462,0.44371470183004286,0.47452022586664866
9,357.51162790697674,0.6519564824912603,0.4681446326953341,0.4897141421971924
10,374.5348837209302,0.6954351458118969,0.4925516713201892,0.5166994016020395
11,380.4418604651163,0.7307369587587176,0.5365437001173352,0.5286401033736113
12,383.13953488372096,0.7768034054901409,0.5346708362899956,0.5566458078108933
13,389.25581395348837,0.8115194953926665,0.5555893281650133,0.5941999918157783
14,395.8139534883721,0.8589616815250576,0.602298995679449,0.6133349185900262
15,401.7906976744186,0.8865243933920051,0.6234993810240499,0.6245591652601082
16,412.3953488372093,0.91759253808187,0.5912843197158577,0.6475142855491312
17,424.2093023255814,0.9533924930415263,0.636360984549841,0.6559674095623048
18,430.90697674418607,0.9809357095078648,0.6488856726763437,0.6942965796656947
19,437.4651162790698,1.0202334813892067,0.6655053068608772,0.7118481707013337
20,451.2093023255814,1.0620951079599608,0.6815190631257899,0.7284600979417394
21,454.8837209302326,1.098751578247465,0.6749929567178772,0.7583258105751586
22,461.8139534883721,1.1447675192825673,0.7266531937390379,0.7641500729031252
23,469.2093023255814,1.1854722161676374,0.7321948237631611,0.7588127060617064
24,482.74418604651163,1.2210693627431135,0.7665473151334209,0.8048729632646552
25,488.4418604651163,1.2550458615495352,0.7568106906907616,0.8049712661193544
26,493.9767441860465,1.2964113271030109,0.7500468473286386,0.8124834829984332
27,501.93023255813955,1.3456861366360655,0.7743242194704195,0.8368050211036057
28,508.7674418604651,1.38435981131558,0.7671809946149947,0.8731247138629282
29,517.1395348837209,1.4407623450466085,0.7693605944246931,0.8836108531412662
30,531.8139534883721,1.491418125181331,0.7757290218663084,0.8983945446727952
31,536.7674418604652,1.5274883465403892,0.7749959114942001,0.9088193386793104
32,550,1.5493275968225482,0.80095935091575,0.9065653941161395
33,550.1860465116279,1.58281263383856,0.8082182283349808,0.921919591764513
34,557.0232558139535,1.6134635883759156,0.8174839182704633,0.9297626279360712
35,571.8372093023256,1.6432112881471324,0.8188402085976129,0.92174539631447
36,581.7209302325581,1.677498978014584,0.8283808614202929,0.9115217166467202
37,589.5116279069767,1.6965767900960151,0.8606608319698098,0.9235551372771481
38,599.0232558139535,1.7472498841810813,0.9013161253157913,0.9312923151706063
39,602.4186046511628,1.7539801006438662,0.8930360549211076,0.9467399321077031
40,612.7441860465116,1.8107977202348085,0.9075736427209886,0.9742008579853804
41,623.6046511627907,1.8449300241509574,0.89261127823468,0.9790729987362032
42,628.6744186046511,1.8796098272127302,0.9401732320412196,0.9984117781349586
43,634.9767441860465,1.9210149798491274,1.0006469652234247,1.0191703307505395
44,640.4883720930233,1.9415003592781008,1.0014740787458003,1.0272308798720104
45,650.8837209302326,1.984008373862178,0.997744623622033,1.0632576906175684
46,657.953488372093,2.019275333181801,0.996908468159379,1.0712013997884948
47,669.0232558139535,2.069663484945105,1.0109323807535084,1.08221418350447
48,677.2790697674419,2.091218909219661,1.035229772923333,1.1065175828899627
49,689.3488372093024,2.1487410052974156,1.0677691582418083,1.09920998579601
50,687.6279069767442,2.192856647659914,1.0820639036440163,1.0743293109328071
51,690.8837209302326,2.2399600015747643,1.0992343833380835,1.0976962108302957
52,705.1162790697674,2.25201984900815,1.0953178766207714,1.1277997064016998
53,706.5116279069767,2.2879845795178366,1.1073246080045864,1.1192909344497544
54,717.6279069767442,2.327858008413241,1.0815089441631964,1.1396948943481369
55,721.3023255813954,2.37384671950378,1.1032090397058238,1.151498051407038
56,731.8604651162791,2.392787835716957,1.1006900394944035,1.1548304905506686
57,734.6744186046511,2.4350560997222384,1.1079030555157172,1.1461004248570874
58,748.5581395348837,2.465008656826947,1.1042614639559907,1.1964839006245205
59,748.7441860465116,2.500850689796439,1.1097952480253934,1.1908649521034784
60,758.1627906976744,2.5460336982046767,1.1496780174603514,1.2079933057073695
61,755.2325581395348,2.6012193779726296,1.1552209760440852,1.1981321111116552
62,766.7674418604652,2.626259406431905,1.1350691534623372,1.2054999440442742
63,773.2790697674419,2.6464629095374397,1.160267350036986,1.2140264924993953
64,776.7674418604652,2.681225417922062,1.180555039184969,1.2466634117730226
65,787.5813953488372,2.713675756176472,1.1877137240374298,1.2613253542130205
66,789.953488372093,2.7600439521549998,1.2004443568849898,1.2667891891530523
67,792.3488372093024,2.7790856419339334,1.2061938648257027,1.2878354150774614
68,806.8372093023256,2.8067940514985557,1.2267684039144175,1.2779916607113138
69,815.6744186046511,2.845593624178739,1.2419903736939952,1.3109538613856269
70,823.8139534883721,2.87925934231228,1.2584966313057384,1.295713801188789
71,829.6279069767442,2.91121483395565,1.2809820401057577,1.311010646540007
72,837.7209302325581,2.949917049597969,1.2795123942562907,1.3089425058375022
73,836.6279069767442,2.9847653390861737,1.3026432636826852,1.327887504012367
74,842.6046511627907,3.0235063235635025,1.3111991121079762,1.3378606227908858
75,852.953488372093,3.0534181434565513,1.3065320293853946,1.3624124081332698
76,855.3255813953489,3.070565325738734,1.305871712066546,1.3675509183079428
77,858.1162790697674,3.0944435443779637,1.3059049351749858,1.350882787889702
78,860.4186046511628,3.119668482090008,1.3109678201560058,1.3608855427536495
79,865.5581395348837,3.1526931083389673,1.3380199087947842,1.3959234151190143
80,869.4651162790698,3.175732585397294,1.3394967816624614,1.4146613513348651
81,874.9302325581396,3.2185020535246083,1.353008970240095,1.4143569378724317
82,887.2558139534884,3.248445601151606,1.3465435006282525,1.4099641597520387
83,883.8604651162791,3.2710651359065093,1.3496333660456836,1.422020200556762
84,883.6976744186046,3.315493468139715,1.358063537347874,1.4307071704463965
85,894.953488372093,3.348148582722794,1.373531975485491,1.4183029495275714
86,893.7441860465116,3.3699534267575517,1.3780320629002412,1.4387352726330809
87,900.8139534883721,3.4121819841140804,1.3983511668236557,1.4445625250899636
88,899.7209302325581,3.439749928154479,1.4187371485318956,1.4578162294637325
89,905.3720930232558,3.467891136795568,1.42167268866122,1.448643933699176
90,916.4418604651163,3.4851705530091572,1.3992645207069283,1.4651652923477787
91,911.2558139534884,3.5072075943768275,1.4149527187902537,1.4554464344629177
92,914.8139534883721,3.5435212718233964,1.4273429566513742,1.4900993561949318
93,913.5581395348837,3.5702480151122087,1.455362514426611,1.5030921615677844
94,929.5116279069767,3.5853196360093373,1.4605941477087414,1.5129983629559967
95,923.9767441860465,3.6175464322147,1.4786976283000088,1.557158801843109
96,925.2790697674419,3.644500767478708,1.498108097682534,1.575735370260663
97,924.7906976744187,3.686889763546046,1.4971487315753262,1.5714489753086989
98,934.1627906976744,3.7168773750886186,1.510532748310941,1.5674972426437426
99,921.3488372093024,3.7431145478441574,1.5208481060181729,1.5787122055822649
100,938.2325581395348,3.7655568513016453,1.5165502170314793,1.5807542702446735
101,944.5116279069767,3.789596713441555,1.5216116861637374,1.569931723234946
102,942,3.8144897891957332,1.5599014054135252,1.5604283591699923
103,943.8837209302326,3.8579244947632403,1.5440737714893569,1.5770987098496507
104,947.5813953488372,3.8698223815854225,1.5483012455030822,1.579345482739476
105,951.6744186046511,3.8720587641193465,1.544173495019718,1.5791456741372807
106,958.3023255813954,3.9040545173925874,1.554132723718476,1.5907947708262435
107,956.5348837209302,3.925168566489715,1.5454002838614642,1.5951932147628447
108,950.9069767441861,3.9347776002864308,1.576435399249948,1.5778215633842716
109,955.9069767441861,3.9560105450482568,1.575912052167243,1.5774001191337406
110,965.3255813953489,3.974912902030714,1.579835320888899,1.5885665808860798
111,969.6511627906976,4.0068269061153545,1.580710691593081,1.5898514056235695
112,984.6046511627907,4.029716580575957,1.5922210660595177,1.58373302612382
113,969.6046511627907,4.052784437137798,1.6083379029712945,1.5819832165328653
114,987.2790697674419,4.070541472836254,1.6227922773534016,1.5933301613213675
115,982.8604651162791,4.097198856420608,1.6302596650469998,1.6111511921834372
116,980.7209302325581,4.109902361987543,1.6620615771079115,1.6169426486741711
117,986,4.131109089904806,1.6626147902873856,1.6316656201132425
118,986.5813953488372,4.155312877846433,1.659572126387544,1.6497840037399174
119,991.0232558139535,4.175711600956672,1.6771174345166378,1.6508140178835822
120,999.4186046511628,4.194543965758114,1.6613763849184566,1.6358079204098184
121,996.5348837209302,4.218521266171362,1.6316670689199377,1.6478433609383212
122,997.1627906976744,4.2430120193427605,1.6278438019316441,1.6523457152732406
123,1009.3953488372093,4.259618788481678,1.6216813319266223,1.6693992235157185
124,1006.0697674418604,4.289746443838803,1.6134440237257297,1.6950462979847656
125,1012.1162790697674,4.308175358704174,1.6095404746092745,1.6873081467477355
126,1012.8837209302326,4.324573262414354,1.6429562447654549,1.6882927135588768
127,1016.953488372093,4.340548860656859,1.6592800651479913,1.7073831806419442
128,1017.4186046511628,4.361815914356114,1.6897845532826652,1.709387350914526
129,1018.7906976744187,4.381996069953242,1.6979345963871977,1.6923554556797802
130,1011.2790697674419,4.394426855438403,1.6965009792408299,1.7017804184657572
131,1018.4883720930233,4.404248475533476,1.6981992048899524,1.7150198533120193
132,1021.1860465116279,4.428202329631418,1.6968434514248456,1.7041683926619617
133,1026.8139534883721,4.4393311523350425,1.7140559858029103,1.7069532551632622
134,1020.7906976744187,4.458069094814892,1.6857212989515942,1.700298340686213
135,1023.2325581395348,4.486913109756213,1.6871850365871675,1.7148755034445409
136,1022.6744186046511,4.500358084000996,1.667086829332884,1.720165872871114
137,1024.5581395348838,4.512923138974162,1.6710357659743125,1.7288126781895266
138,1023.953488372093,4.529815594000109,1.6898051063837654,1.7434002775056068
139,1025,4.5460136676028995,1.7166520645360803,1.7502256996593126
