Time,Population,GeneTickets,SocialTickets,LearningTickets
0,257.4,0.20388135230838364,0.17734768869777895,0.17440833949704837
1,302.25,0.271933203174888,0.2039229270642037,0.2373683211674375
2,326,0.34475661199140084,0.25163488406905854,0.2892291902881569
3,367.85,0.405649505215,0.300954761440847,0.3319097782854267
4,397.6,0.4622360248198585,0.3739961649553634,0.3622206766073362
5,426.6,0.523227632844466,0.39495504291184447,0.4031357717611227
6,452.25,0.5823483265797398,0.4088884849326441,0.43391300145705064
7,486,0.6128279258629317,0.4339851104989294,0.47935331736937414
8,524.2,0.6785009084654028,0.4952623278879014,0.4786814587739262
9,552.4,0.711757875187165,0.5068593349973978,0.5099680275462575
10,571.65,0.7637823534993264,0.5065049796216687,0.5513075993461087
11,587.2,0.8082946605111653,0.5572479983084757,0.5168647564974216
12,607.7,0.8537505482404338,0.5648925071434722,0.5253073281682992
13,632.95,0.8928324727980984,0.5302762249118035,0.5608875098673809
14,657.05,0.9417239436381181,0.5096987312727516,0.6162365060155858
15,687.65,0.9862802160452298,0.5459178248603462,0.6568126720464456
16,705.15,1.0270122596513276,0.551599037278956,0.6736728943203498
17,725.5,1.0698399471253524,0.5737611052959856,0.6785726226779357
18,749.7,1.115988904612238,0.605575389041034,0.6960026380892171
19,777.25,1.14653394026202,0.6132753952706242,0.7462161903413238
20,797.35,1.1842266385437512,0.6464603492323663,0.7565908577362249
21,830.35,1.2323014624824575,0.6896299654843046,0.7756219951825745
22,863.1,1.2739455080984348,0.70181533760749,0.7535125732501335
23,881.65,1.3203031194345352,0.729594854548189,0.7837403751377201
24,904.65,1.3613832260199052,0.7353001978880775,0.7650455313312221
25,933.45,1.3942458147495311,0.7480228208548991,0.7553242508467247
26,955.55,1.4419204616458585,0.7549497135107474,0.7785376421249398
27,977.2,1.5017356159047655,0.7967379638916898,0.8051945620967421
28,1016.9,1.5328452398910413,0.8327980703439293,0.8416232953262931
29,1049.05,1.5808297259247064,0.8763134127869572,0.8181635398923344
30,1062.25,1.6364669694950524,0.8822204885378098,0.8366892587433732
31,1095.4,1.685072992354867,0.8911332017170203,0.8850135094260688
32,1114.05,1.742510032038286,0.8829268164882667,0.928655216482151
33,1148.45,1.7792084966065276,0.8867280863953548,0.9671944392187409
34,1167.8,1.8353794346722867,0.9373158631450046,0.9508643951578861
35,1206.6,1.89562312942437,0.923618008006876,0.9800111094482082
36,1242.1,1.9312199950727897,0.9728829367619808,0.972611775375648
37,1263,1.977179671092209,0.9683514827868909,0.9500303476461479
38,1281.15,2.0338161835070943,0.9702720805366687,0.9417309063832968
39,1327.75,2.080488246597816,0.9635751895326068,0.9971720769278803
40,1353.85,2.128417731351089,0.9489803621346665,0.9841262107141725
41,1389.75,2.158868011147261,0.9587560326960076,0.9959266584147916
42,1412.15,2.2026745350489176,0.9883663518959398,0.9918507290365233
43,1444.55,2.2305101890058685,1.0355297808929922,1.016876722767088
44,1451.15,2.2692892457879084,1.018392160353215,1.0250895019149857
45,1497.7,2.2985461481734206,1.0028965008507549,1.0481746472152673
46,1519.3,2.3510631808398825,1.0234311051608511,1.044048220027904
47,1552.3,2.409414519296915,1.035382674383363,1.0367208868008846
48,1575.05,2.4541809845912415,1.039736152752131,1.05448011010384
49,1589.9,2.484332623481696,1.0535402791555537,1.075399211357682
50,1621.4,2.524735945593782,1.082003987183509,1.1040298460191533
51,1659.35,2.5771622016869142,1.0894240965150084,1.1037534579224393
52,1698.95,2.6256426399012036,1.1027023830520026,1.0928301203928976
53,1716.8,2.6567515397387247,1.0834730504611414,1.1064030805083702
54,1741.55,2.723566181411152,1.0983904018631139,1.1328782351583295
55,1786,2.758618820581745,1.1491929960750955,1.153450576058805
56,1778.4,2.796486046613124,1.1501283246670557,1.1609868970829054
57,1805.6,2.8420063334313683,1.1608348344517554,1.1361251805775054
58,1834.6,2.877322177913692,1.1983531990146419,1.1708425655353385
59,1843.15,2.9222066970045573,1.2161790716828684,1.1793206485019598
60,1880.45,2.9658829873221095,1.2182136111821442,1.2059761718805473
61,1894,2.9933804710387686,1.2550071117178632,1.2103306903284752
62,1916.35,3.044907190333606,1.238359256165663,1.194603450733022
63,1947.85,3.061272784402231,1.2371247745555558,1.199705380702454
64,1969.6,3.1038546691827285,1.2616630610433526,1.2143013265193399
65,2011.25,3.1189448616482,1.2728998522631327,1.2048085773300135
66,2025.3,3.1510083503431607,1.2732207016792318,1.1813935627176024
67,2051.95,3.2032390140592653,1.294577064730833,1.1885044886341705
68,2065.95,3.206123369970316,1.285485304194822,1.2041388614754704
69,2084.2,3.225972597029821,1.2708531527338667,1.213665424372633
70,2123.4,3.275772660525017,1.2944131804581105,1.2213513859879972
71,2138,3.301907015143585,1.3176759214853555,1.2164146535482259
72,2175.9,3.3100654036431854,1.3312032674082488,1.2395762884129984
73,2194.65,3.3541557386059466,1.3385430083559358,1.2576063143235374
74,2221.5,3.3916467400506143,1.3305133240815863,1.249864947401108
75,2240.9,3.4153299374958848,1.3341515440360772,1.2432311397007234
76,2252.55,3.4625261564093983,1.360860331016915,1.2599822413428545
77,2275.7,3.495958415369787,1.3644620046049822,1.279547740200601
78,2295.3,3.545510949022465,1.381104505463285,1.292276558841334
79,2301.6,3.5656776003013904,1.4116870826591168,1.2974744998967194
80,2337.25,3.602194959024834,1.3957128857731356,1.309853732369803
81,2353.1,3.6336836738803067,1.4442038716470682,1.3122868112768806
82,2372.55,3.664222788772802,1.423609560314476,1.329662927551073
83,2394.6,3.7072323322789806,1.4310020579208154,1.326572312155537
84,2409.55,3.7264832921117703,1.443423465055067,1.3539454747165327
85,2415.8,3.762552202054495,1.4502405928733972,1.3749286230660132
86,2443.6,3.8068879684114534,1.4579863331693323,1.3782437462678347
87,2469.85,3.8390863785034535,1.4684272968286156,1.402827618236596
88,2484.2,3.864854612645626,1.48040088547698,1.4245161438776957
89,2500.7,3.8914993646852167,1.4943779694543988,1.429345205352468
90,2529.35,3.927066812458551,1.5231003075874274,1.4437488423264777
91,2528.4,3.9617092798659845,1.51199479965144,1.4475008585441165
