Time,Population,GeneTickets,SocialTickets,LearningTickets
0,322.7111111111111,0.2271303285026581,0.2030550166769423,0.1927323822549105
1,422.68888888888887,0.3309088425459844,0.279507369901502,0.2545248710264211
2,507.7111111111111,0.42794502268309553,0.358874475594228,0.3050045844909655
3,587.5111111111111,0.5076215989665452,0.3609630771838279,0.3371378617232927
4,665.6222222222223,0.5852275431168722,0.4278478174455158,0.3774558098586551
5,753.1555555555556,0.6702127508477743,0.441346032123626,0.4155983954739018
6,860.5777777777778,0.7574447253535259,0.4837753928324193,0.46281116179174453
7,952.4888888888889,0.8393167857736763,0.5155744479569592,0.49762493691559084
8,1057.4222222222222,0.9282418731302733,0.544320019892625,0.5427701203101765
9,1166.0444444444445,1.0187468105184865,0.5606940657165883,0.5569021971534822
10,1285.9777777777779,1.1080415652064912,0.5899511471017311,0.591262893048234
11,1412.0222222222221,1.2051495600080875,0.6299114127133397,0.6281031149883461
12,1542.3111111111111,1.3051209417391003,0.6601909097963453,0.6499816856735601
13,1686.4,1.4111718215968663,0.6608721830775425,0.6677074072601984
14,1855.6444444444444,1.523013562513571,0.6950947897013986,0.6918075203163917
15,2031.5777777777778,1.6427359591195683,0.7160593667479747,0.7156289636697692
16,2205.4,1.769407730210206,0.7430837375635461,0.7201836274852313
17,2396.2,1.890742011863232,0.7667780037664752,0.7539025055411673
18,2587.511111111111,2.017203153058938,0.785637302189132,0.7728831236942748
19,2780.1555555555556,2.1528112386303255,0.8004500006378704,0.8010708468049909
20,2990.733333333333,2.2872547623754094,0.826569029120576,0.8246301671879246
21,3182.2,2.4230425302058967,0.8424282292697655,0.8468008853220297
22,3393,2.558773304318127,0.8635392265288115,0.8645189624167284
23,3577.0444444444443,2.700448410431861,0.8752890445650306,0.8870557621575078
24,3791.9777777777776,2.835152115713856,0.8971387355802042,0.8982156713690361
25,3968.0444444444443,2.9665662347396853,0.9171735892819525,0.9117413292778792
26,4152.488888888889,3.0967386085815733,0.9384299800631959,0.9309774527146278
27,4305.777777777777,3.220171618365808,0.9538038712292778,0.9432299727165554
28,4470.977777777778,3.3412312594587896,0.9704274086362795,0.9658597393734639
