metric,timestep,p,cliffs_delta
gene,81600,3.234612555475504e-17,1.0
gene,82000,3.443736492888534e-17,0.9991319444444444
gene,82400,3.234612555475504e-17,1.0
gene,82800,3.234612555475504e-17,1.0
gene,83200,3.443736492888534e-17,0.9991319444444444
gene,83600,3.234612555475504e-17,1.0
gene,84000,3.234612555475504e-17,1.0
gene,84400,3.234612555475504e-17,1.0
gene,84800,3.234612555475504e-17,1.0
gene,85200,3.443736492888534e-17,0.9991319444444444
gene,85600,4.422118117818823e-17,0.9956597222222222
gene,86000,4.422118117818823e-17,0.9956597222222222
gene,86400,3.902798734084917e-17,0.9973958333333334
gene,86800,3.6661863979921724e-17,0.9982638888888888
gene,87200,3.6661863979921724e-17,0.9982638888888888
gene,87600,4.154461649250398e-17,0.9965277777777778
gene,88000,3.234612555475504e-17,1.0
gene,88400,4.154461649250398e-17,0.9965277777777778
gene,88800,4.422118117818823e-17,0.9956597222222222
gene,89200,4.422118117818823e-17,0.9956597222222222
gene,89600,4.7067692695040906e-17,0.9947916666666666
gene,90000,4.154461649250398e-17,0.9965277777777778
gene,90400,5.0094779172253176e-17,0.9939236111111112
gene,90800,4.7067692695040906e-17,0.9947916666666666
gene,91200,5.331372295258117e-17,0.9930555555555556
gene,91600,5.331372295258117e-17,0.9930555555555556
gene,92000,4.422118117818823e-17,0.9956597222222222
gene,92400,4.422118117818823e-17,0.9956597222222222
gene,92800,5.331372295258117e-17,0.9930555555555556
gene,93200,5.673650020027243e-17,0.9921875
gene,93600,4.422118117818823e-17,0.9956597222222222
gene,94000,5.673650020027243e-17,0.9921875
gene,94400,5.673650020027243e-17,0.9921875
gene,94800,5.673650020027243e-17,0.9921875
gene,95200,5.0094779172253176e-17,0.9939236111111112
gene,95600,5.0094779172253176e-17,0.9939236111111112
gene,96000,4.422118117818823e-17,0.9956597222222222
gene,96400,4.422118117818823e-17,0.9956597222222222
gene,96800,4.154461649250398e-17,0.9965277777777778
gene,97200,4.422118117818823e-17,0.9956597222222222
gene,97600,4.7067692695040906e-17,0.9947916666666666
gene,98000,6.835890057384776e-17,0.9895833333333334
gene,98400,6.037582286562888e-17,0.9913194444444444
gene,98800,5.0094779172253176e-17,0.9939236111111112
gene,99200,6.835890057384776e-17,0.9895833333333334
gene,99600,5.0094779172253176e-17,0.9939236111111112
gene,100000,5.673650020027243e-17,0.9921875
gene,100400,5.0094779172253176e-17,0.9939236111111112
gene,100800,7.73811240740438e-17,0.9878472222222222
gene,101200,8.232286992681554e-17,0.9869791666666666
gene,101600,6.037582286562888e-17,0.9913194444444444
gene,102000,7.73811240740438e-17,0.9878472222222222
gene,102400,1.1209925334586924e-16,0.9826388888888888
gene,102800,1.0539798087640619e-16,0.9835069444444444
gene,103200,8.232286992681554e-17,0.9869791666666666
gene,103600,6.835890057384776e-17,0.9895833333333334
gene,104000,7.273217193055488e-17,0.9887152777777778
gene,104400,7.73811240740438e-17,0.9878472222222222
gene,104800,8.757556776143885e-17,0.9861111111111112
gene,105200,1.4336870976372057e-16,0.9791666666666666
gene,105600,9.909205966239518e-17,0.984375
gene,106000,1.1922028134719673e-16,0.9817708333333334
gene,106400,1.0539798087640619e-16,0.9835069444444444
gene,106800,1.1209925334586924e-16,0.9826388888888888
gene,107200,1.348267203098616e-16,0.9800347222222222
gene,107600,1.0539798087640619e-16,0.9835069444444444
gene,108000,9.909205966239518e-17,0.984375
gene,108400,1.348267203098616e-16,0.9800347222222222
gene,108800,6.424518314386724e-17,0.9904513888888888
gene,109200,5.0094779172253176e-17,0.9939236111111112
gene,109600,6.835890057384776e-17,0.9895833333333334
gene,110000,1.1922028134719673e-16,0.9817708333333334
gene,110400,1.1922028134719673e-16,0.9817708333333334
gene,110800,8.757556776143885e-17,0.9861111111111112
gene,111200,8.232286992681554e-17,0.9869791666666666
gene,111600,8.232286992681554e-17,0.9869791666666666
gene,112000,1.524438045980135e-16,0.9782986111111112
gene,112400,1.0539798087640619e-16,0.9835069444444444
gene,112800,2.200691324861164e-16,0.9730902777777778
gene,113200,2.3391254719077306e-16,0.9722222222222222
gene,113600,2.3391254719077306e-16,0.9722222222222222
gene,114000,3.3692780656151933e-16,0.9670138888888888
gene,114400,3.803475755455018e-16,0.9652777777777778
gene,114800,3.803475755455018e-16,0.9652777777777778
gene,115200,2.808010192485428e-16,0.9696180555555556
gene,115600,3.579894694217325e-16,0.9661458333333334
gene,116000,2.48613612894207e-16,0.9713541666666666
gene,116400,3.803475755455018e-16,0.9652777777777778
gene,116800,3.579894694217325e-16,0.9661458333333334
gene,117200,3.3692780656151933e-16,0.9670138888888888
gene,117600,4.04080652686694e-16,0.9644097222222222
gene,118000,2.48613612894207e-16,0.9713541666666666
gene,118400,2.6422462602482945e-16,0.9704861111111112
gene,118800,3.579894694217325e-16,0.9661458333333334
gene,119200,2.0703403388049763e-16,0.9739583333333334
gene,119600,2.200691324861164e-16,0.9730902777777778
gene,120000,2.200691324861164e-16,0.9730902777777778
gene,120400,2.3391254719077306e-16,0.9722222222222222
gene,120800,2.200691324861164e-16,0.9730902777777778
gene,121200,1.7232630370469955e-16,0.9765625
gene,121600,2.48613612894207e-16,0.9713541666666666
gene,122000,3.1708847749042063e-16,0.9678819444444444
gene,122400,4.560094901245072e-16,0.9626736111111112
gene,122800,4.04080652686694e-16,0.9644097222222222
gene,123200,3.1708847749042063e-16,0.9678819444444444
gene,123600,4.560094901245072e-16,0.9626736111111112
gene,124000,4.843868017821141e-16,0.9618055555555556
gene,124400,5.464622441857628e-16,0.9600694444444444
gene,124800,5.464622441857628e-16,0.9600694444444444
gene,125200,3.579894694217325e-16,0.9661458333333334
gene,125600,3.579894694217325e-16,0.9661458333333334
gene,126000,4.560094901245072e-16,0.9626736111111112
gene,126400,5.145027825863912e-16,0.9609375
gene,126800,5.803762100127059e-16,0.9592013888888888
gene,127200,4.560094901245072e-16,0.9626736111111112
gene,127600,7.836315910901525e-16,0.9548611111111112
gene,128000,8.833075444946419e-16,0.953125
gene,128400,6.163622769166429e-16,0.9583333333333334
gene,128800,5.464622441857628e-16,0.9600694444444444
gene,129200,6.950562840202399e-16,0.9565972222222222
gene,129600,6.545449974579721e-16,0.9574652777777778
gene,130000,4.04080652686694e-16,0.9644097222222222
gene,130400,4.2927190568029355e-16,0.9635416666666666
gene,130800,4.560094901245072e-16,0.9626736111111112
gene,131200,3.3692780656151933e-16,0.9670138888888888
gene,131600,3.1708847749042063e-16,0.9678819444444444
gene,132000,2.808010192485428e-16,0.9696180555555556
gene,132400,2.9840154629701433e-16,0.96875
gene,132800,2.48613612894207e-16,0.9713541666666666
gene,133200,4.560094901245072e-16,0.9626736111111112
gene,133600,3.579894694217325e-16,0.9661458333333334
gene,134000,4.04080652686694e-16,0.9644097222222222
gene,134400,6.163622769166429e-16,0.9583333333333334
gene,134800,4.843868017821141e-16,0.9618055555555556
gene,135200,5.145027825863912e-16,0.9609375
gene,135600,4.2927190568029355e-16,0.9635416666666666
gene,136000,3.579894694217325e-16,0.9661458333333334
gene,136400,4.843868017821141e-16,0.9618055555555556
gene,136800,6.163622769166429e-16,0.9583333333333334
gene,137200,4.843868017821141e-16,0.9618055555555556
gene,137600,4.843868017821141e-16,0.9618055555555556
gene,138000,3.579894694217325e-16,0.9661458333333334
gene,138400,5.145027825863912e-16,0.9609375
gene,138800,4.560094901245072e-16,0.9626736111111112
gene,139200,4.2927190568029355e-16,0.9635416666666666
gene,139600,3.803475755455018e-16,0.9652777777777778
gene,140000,3.3692780656151933e-16,0.9670138888888888
gene,140400,3.1708847749042063e-16,0.9678819444444444
gene,140800,2.6422462602482945e-16,0.9704861111111112
gene,141200,3.579894694217325e-16,0.9661458333333334
gene,141600,2.9840154629701433e-16,0.96875
gene,142000,3.3692780656151933e-16,0.9670138888888888
gene,142400,2.48613612894207e-16,0.9713541666666666
gene,142800,2.0703403388049763e-16,0.9739583333333334
gene,143200,2.808010192485428e-16,0.9696180555555556
gene,143600,2.6422462602482945e-16,0.9704861111111112
gene,144000,2.6422462602482945e-16,0.9704861111111112
gene,144400,2.808010192485428e-16,0.9696180555555556
gene,144800,2.808010192485428e-16,0.9696180555555556
gene,145200,2.808010192485428e-16,0.9696180555555556
gene,145600,2.6422462602482945e-16,0.9704861111111112
gene,146000,2.200691324861164e-16,0.9730902777777778
gene,146400,2.48613612894207e-16,0.9713541666666666
gene,146800,2.808010192485428e-16,0.9696180555555556
gene,147200,2.808010192485428e-16,0.9696180555555556
gene,147600,2.9840154629701433e-16,0.96875
gene,148000,2.3391254719077306e-16,0.9722222222222222
gene,148400,1.4336870976372057e-16,0.9791666666666666
gene,148800,1.1209925334586924e-16,0.9826388888888888
gene,149200,1.1209925334586924e-16,0.9826388888888888
gene,149600,1.1922028134719673e-16,0.9817708333333334
gene,150000,1.0539798087640619e-16,0.9835069444444444
gene,150400,8.757556776143885e-17,0.9861111111111112
gene,150800,8.757556776143885e-17,0.9861111111111112
gene,151200,8.757556776143885e-17,0.9861111111111112
gene,151600,6.424518314386724e-17,0.9904513888888888
gene,152000,7.73811240740438e-17,0.9878472222222222
gene,152400,7.273217193055488e-17,0.9887152777777778
gene,152800,5.331372295258117e-17,0.9930555555555556
gene,153200,5.331372295258117e-17,0.9930555555555556
gene,153600,4.7067692695040906e-17,0.9947916666666666
gene,154000,3.902798734084917e-17,0.9973958333333334
gene,154400,3.902798734084917e-17,0.9973958333333334
gene,154800,3.234612555475504e-17,1.0
gene,155200,3.902798734084917e-17,0.9973958333333334
gene,155600,3.234612555475504e-17,1.0
gene,156000,3.234612555475504e-17,1.0
gene,156400,3.234612555475504e-17,1.0
gene,156800,4.422118117818823e-17,0.9956597222222222
gene,157200,3.443736492888534e-17,0.9991319444444444
gene,157600,3.6661863979921724e-17,0.9982638888888888
gene,158000,3.234612555475504e-17,1.0
gene,158400,3.234612555475504e-17,1.0
gene,158800,3.234612555475504e-17,1.0
gene,159200,3.234612555475504e-17,1.0
gene,159600,3.234612555475504e-17,1.0
gene,160000,3.234612555475504e-17,1.0
gene,160400,3.234612555475504e-17,1.0
gene,160800,3.234612555475504e-17,1.0
gene,161200,3.234612555475504e-17,1.0
gene,161600,3.234612555475504e-17,1.0
gene,162000,3.234612555475504e-17,1.0
gene,162400,3.234612555475504e-17,1.0
gene,162800,3.234612555475504e-17,1.0
gene,163200,3.234612555475504e-17,1.0
gene,163600,3.234612555475504e-17,1.0
gene,164000,3.234612555475504e-17,1.0
gene,164400,3.234612555475504e-17,1.0
gene,164800,3.234612555475504e-17,1.0
gene,165200,3.234612555475504e-17,1.0
gene,165600,3.234612555475504e-17,1.0
gene,166000,3.234612555475504e-17,1.0
gene,166400,3.234612555475504e-17,1.0
gene,166800,3.234612555475504e-17,1.0
gene,167200,3.234612555475504e-17,1.0
gene,167600,3.234612555475504e-17,1.0
gene,168000,3.234612555475504e-17,1.0
gene,168400,3.234612555475504e-17,1.0
gene,168800,3.234612555475504e-17,1.0
gene,169200,3.234612555475504e-17,1.0
gene,169600,3.234612555475504e-17,1.0
gene,170000,3.234612555475504e-17,1.0
gene,170400,3.234612555475504e-17,1.0
gene,170800,3.234612555475504e-17,1.0
gene,171200,3.234612555475504e-17,1.0
gene,171600,3.234612555475504e-17,1.0
gene,172000,3.234612555475504e-17,1.0
gene,172400,3.234612555475504e-17,1.0
gene,172800,3.234612555475504e-17,1.0
gene,173200,3.234612555475504e-17,1.0
gene,173600,3.234612555475504e-17,1.0
gene,174000,3.234612555475504e-17,1.0
gene,174400,3.234612555475504e-17,1.0
gene,174800,3.234612555475504e-17,1.0
gene,175200,3.234612555475504e-17,1.0
gene,175600,3.234612555475504e-17,1.0
gene,176000,3.234612555475504e-17,1.0
gene,176400,3.234612555475504e-17,1.0
gene,176800,3.234612555475504e-17,1.0
gene,177200,3.234612555475504e-17,1.0
gene,177600,3.234612555475504e-17,1.0
gene,178000,3.234612555475504e-17,1.0
gene,178400,3.234612555475504e-17,1.0
gene,178800,3.234612555475504e-17,1.0
gene,179200,3.234612555475504e-17,1.0
gene,179600,3.234612555475504e-17,1.0
gene,180000,3.234612555475504e-17,1.0
gene,180400,3.234612555475504e-17,1.0
gene,180800,3.234612555475504e-17,1.0
gene,181200,3.234612555475504e-17,1.0
gene,181600,3.234612555475504e-17,1.0
gene,182000,3.443736492888534e-17,0.9991319444444444
gene,182400,3.443736492888534e-17,0.9991319444444444
gene,182800,3.443736492888534e-17,0.9991319444444444
gene,183200,3.234612555475504e-17,1.0
gene,183600,3.234612555475504e-17,1.0
gene,184000,3.234612555475504e-17,1.0
gene,184400,3.234612555475504e-17,1.0
gene,184800,3.443736492888534e-17,0.9991319444444444
gene,185200,3.443736492888534e-17,0.9991319444444444
gene,185600,3.443736492888534e-17,0.9991319444444444
gene,186000,3.443736492888534e-17,0.9991319444444444
gene,186400,3.443736492888534e-17,0.9991319444444444
gene,186800,3.443736492888534e-17,0.9991319444444444
gene,187200,3.443736492888534e-17,0.9991319444444444
gene,187600,3.443736492888534e-17,0.9991319444444444
gene,188000,3.443736492888534e-17,0.9991319444444444
gene,188400,3.443736492888534e-17,0.9991319444444444
gene,188800,3.443736492888534e-17,0.9991319444444444
gene,189200,3.443736492888534e-17,0.9991319444444444
gene,189600,3.442895206239219e-17,0.9991319444444444
gene,190000,3.443736492888534e-17,0.9991319444444444
gene,190400,3.443736492888534e-17,0.9991319444444444
gene,190800,3.443736492888534e-17,0.9991319444444444
gene,191200,3.234612555475504e-17,1.0
gene,191600,3.234612555475504e-17,1.0
gene,192000,3.443736492888534e-17,0.9991319444444444
gene,192400,3.443736492888534e-17,0.9991319444444444
gene,192800,3.443736492888534e-17,0.9991319444444444
gene,193200,3.443736492888534e-17,0.9991319444444444
gene,193600,3.443736492888534e-17,0.9991319444444444
gene,194000,3.234612555475504e-17,1.0
gene,194400,3.234612555475504e-17,1.0
gene,194800,3.234612555475504e-17,1.0
gene,195200,3.234612555475504e-17,1.0
gene,195600,3.234612555475504e-17,1.0
gene,196000,3.234612555475504e-17,1.0
gene,196400,3.234612555475504e-17,1.0
gene,196800,3.234612555475504e-17,1.0
gene,197200,3.234612555475504e-17,1.0
gene,197600,3.234612555475504e-17,1.0
gene,198000,3.234612555475504e-17,1.0
gene,198400,3.234612555475504e-17,1.0
gene,198800,3.443736492888534e-17,0.9991319444444444
gene,199200,3.443736492888534e-17,0.9991319444444444
gene,199600,3.443736492888534e-17,0.9991319444444444
population,0,0.24101540306363856,0.13932291666666666
population,400,0.29638238773246084,0.12413194444444445
population,800,0.4265809749568886,0.09461805555555555
population,1200,0.31542898964413557,0.1193576388888889
population,1600,0.11098507328342164,0.1892361111111111
population,2000,0.04664767189739503,0.2361111111111111
population,2400,0.023558089166220833,0.2686631944444444
population,2800,0.010771289098270924,0.3025173611111111
population,3200,0.007005237246727937,0.3198784722222222
population,3600,0.002566652794256233,0.3576388888888889
population,4000,0.0007699054396934363,0.3988715277777778
population,4400,7.474989875106229e-05,0.4696180555555556
population,4800,1.1566581795692256e-05,0.5199652777777778
population,5200,4.188586992164828e-06,0.5455729166666666
population,5600,5.083311404497562e-07,0.5954861111111112
population,6000,1.6440992505544351e-07,0.6206597222222222
population,6400,3.65438916700612e-08,0.6527777777777778
population,6800,3.744587506858912e-09,0.6987847222222222
population,7200,3.158947623399109e-10,0.7456597222222222
population,7600,1.3384928995377523e-10,0.7612847222222222
population,8000,4.4710879259079705e-11,0.7808159722222222
population,8400,1.3131590453241077e-11,0.8020833333333334
population,8800,4.0442882322943906e-12,0.8220486111111112
population,9200,1.3100622536340087e-12,0.8407118055555556
population,9600,4.87087232886125e-13,0.8567708333333334
population,10000,2.3417196285275994e-13,0.8684895833333334
population,10400,4.9623492227080216e-14,0.8927951388888888
population,10800,2.988214417614852e-14,0.9006076388888888
population,11200,9.264200606435755e-15,0.9184027777777778
population,11600,5.186771159525085e-15,0.9270833333333334
population,12000,2.7260038178747324e-15,0.9366319444444444
population,12400,1.1206038913736455e-15,0.9496527777777778
population,12800,8.320002028298696e-16,0.9539930555555556
population,13200,7.378706653010462e-16,0.9557291666666666
population,13600,4.558024692604337e-16,0.9626736111111112
population,14000,2.6422462602482945e-16,0.9704861111111112
population,14400,3.2670997233813594e-16,0.9674479166666666
population,14800,1.2678695130918465e-16,0.9809027777777778
population,15200,1.6200893278819718e-16,0.9774305555555556
population,15600,1.5233665599711578e-16,0.9782986111111112
population,16000,8.75130396729787e-17,0.9861111111111112
population,16400,7.73626394227585e-17,0.9878472222222222
population,16800,5.0094779172253176e-17,0.9939236111111112
population,17200,4.7056292706340316e-17,0.9947916666666666
population,17600,5.008266690185535e-17,0.9939236111111112
population,18000,4.418900152454528e-17,0.9956597222222222
population,18400,3.902798734084917e-17,0.9973958333333334
population,18800,3.902798734084917e-17,0.9973958333333334
population,19200,3.6661863979921724e-17,0.9982638888888888
population,19600,3.902798734084917e-17,0.9973958333333334
population,20000,3.664398415180428e-17,0.9982638888888888
population,20400,3.6661863979921724e-17,0.9982638888888888
population,20800,3.233821000709514e-17,1.0
population,21200,3.229865971706792e-17,1.0
population,21600,3.234612555475504e-17,1.0
population,22000,3.234612555475504e-17,1.0
population,22400,3.234612555475504e-17,1.0
population,22800,3.232238440262268e-17,1.0
population,23200,3.232238440262268e-17,1.0
population,23600,3.233821000709514e-17,1.0
population,24000,3.234612555475504e-17,1.0
population,24400,3.233029628985044e-17,1.0
population,24800,3.233821000709514e-17,1.0
population,25200,3.233821000709514e-17,1.0
population,25600,3.233029628985044e-17,1.0
population,26000,3.233821000709514e-17,1.0
population,26400,3.232238440262268e-17,1.0
population,26800,3.232238440262268e-17,1.0
population,27200,3.232238440262268e-17,1.0
population,27600,3.233821000709514e-17,1.0
population,28000,3.2314474345014846e-17,1.0
population,28400,3.232238440262268e-17,1.0
population,28800,3.233821000709514e-17,1.0
population,29200,3.232238440262268e-17,1.0
population,29600,3.233821000709514e-17,1.0
population,30000,3.233821000709514e-17,1.0
population,30400,3.229865971706792e-17,1.0
population,30800,3.229865971706792e-17,1.0
population,31200,3.233821000709514e-17,1.0
population,31600,3.233029628985044e-17,1.0
population,32000,3.2314474345014846e-17,1.0
population,32400,3.233821000709514e-17,1.0
population,32800,3.233029628985044e-17,1.0
population,33200,3.233821000709514e-17,1.0
population,33600,3.229865971706792e-17,1.0
population,34000,3.233029628985044e-17,1.0
population,34400,3.233029628985044e-17,1.0
population,34800,3.233029628985044e-17,1.0
population,35200,3.234612555475504e-17,1.0
population,35600,3.233029628985044e-17,1.0
population,36000,3.232238440262268e-17,1.0
population,36400,3.233821000709514e-17,1.0
population,36800,3.233821000709514e-17,1.0
population,37200,3.233029628985044e-17,1.0
population,37600,3.230656611662998e-17,1.0
