metric,timestep,p,cliffs_delta
gene,191600,3.391821390825095e-06,1.0
gene,192000,3.391821390825095e-06,1.0
gene,192400,3.391821390825095e-06,1.0
gene,192800,3.391821390825095e-06,1.0
gene,193200,3.391821390825095e-06,1.0
gene,193600,3.391821390825095e-06,1.0
gene,194000,3.391821390825095e-06,1.0
gene,194400,3.391821390825095e-06,1.0
gene,194800,3.391821390825095e-06,1.0
gene,195200,3.391821390825095e-06,1.0
gene,195600,3.391821390825095e-06,1.0
gene,196000,3.391821390825095e-06,1.0
gene,196400,3.391821390825095e-06,1.0
gene,196800,3.391821390825095e-06,1.0
gene,197200,3.391821390825095e-06,1.0
gene,197600,3.391821390825095e-06,1.0
gene,198000,3.391821390825095e-06,1.0
gene,198400,3.391821390825095e-06,1.0
gene,198800,3.391821390825095e-06,1.0
gene,199200,3.391821390825095e-06,1.0
gene,199600,3.391821390825095e-06,1.0
population,0,0.15846460599820356,0.30666666666666664
population,400,0.3614429517167129,0.2
population,800,0.48073111045562256,0.15555555555555556
population,1200,0.506914933812496,0.14666666666666667
population,1600,0.4806822967560067,0.15555555555555556
population,2000,0.4067868333984651,0.18222222222222223
population,2400,0.24548500120312422,0.25333333333333335
population,2800,0.10573920209087935,0.3511111111111111
population,3200,0.06799575043506911,0.39555555555555555
population,3600,0.06489520167048736,0.4
population,4000,0.04648668639528603,0.4311111111111111
population,4400,0.020163647684782158,0.5022222222222222
population,4800,0.022516067538003053,0.49333333333333335
population,5200,0.020191414969204242,0.5022222222222222
population,5600,0.01140098291155517,0.5466666666666666
population,6000,0.007940336264246579,0.5733333333333334
population,6400,0.0036905851986807135,0.6266666666666667
population,6800,0.0028226386759533724,0.6444444444444445
population,7200,0.0021450570245935504,0.6622222222222223
population,7600,0.0014040790204992788,0.6888888888888889
population,8000,0.0007802051762911044,0.7244444444444444
population,8400,0.0003078634611799441,0.7777777777777778
population,8800,0.00022289329108467527,0.7955555555555556
population,9200,0.00011457127866286101,0.8311111111111111
population,9600,8.119175548227948e-05,0.8488888888888889
population,10000,4.797012569731368e-05,0.8755555555555555
population,10400,2.7983495853192978e-05,0.9022222222222223
population,10800,2.7983495853192978e-05,0.9022222222222223
population,11200,9.073400856319234e-06,0.9555555555555556
population,11600,7.477207640048691e-06,0.9644444444444444
population,12000,3.391821390825095e-06,1.0
population,12400,3.3833394126542174e-06,1.0
population,12800,3.391821390825095e-06,1.0
population,13200,3.391821390825095e-06,1.0
population,13600,3.391821390825095e-06,1.0
population,14000,3.391821390825095e-06,1.0
population,14400,3.391821390825095e-06,1.0
population,14800,3.391821390825095e-06,1.0
population,15200,3.3833394126542174e-06,1.0
population,15600,3.391821390825095e-06,1.0
population,16000,3.391821390825095e-06,1.0
population,16400,3.391821390825095e-06,1.0
population,16800,3.391821390825095e-06,1.0
population,17200,3.391821390825095e-06,1.0
population,17600,3.391821390825095e-06,1.0
population,18000,3.391821390825095e-06,1.0
population,18400,3.391821390825095e-06,1.0
population,18800,3.391821390825095e-06,1.0
population,19200,3.391821390825095e-06,1.0
population,19600,3.391821390825095e-06,1.0
population,20000,3.391821390825095e-06,1.0
population,20400,3.391821390825095e-06,1.0
population,20800,3.391821390825095e-06,1.0
population,21200,3.391821390825095e-06,1.0
population,21600,3.391821390825095e-06,1.0
population,22000,3.391821390825095e-06,1.0
population,22400,3.391821390825095e-06,1.0
population,22800,3.391821390825095e-06,1.0
population,23200,3.391821390825095e-06,1.0
population,23600,3.391821390825095e-06,1.0
population,24000,3.391821390825095e-06,1.0
population,24400,3.3833394126542174e-06,1.0
population,24800,3.391821390825095e-06,1.0
population,25200,3.391821390825095e-06,1.0
population,25600,3.391821390825095e-06,1.0
population,26000,3.391821390825095e-06,1.0
population,26400,3.391821390825095e-06,1.0
population,26800,3.3833394126542174e-06,1.0
population,27200,3.3833394126542174e-06,1.0
population,27600,3.391821390825095e-06,1.0
population,28000,3.3833394126542174e-06,1.0
population,28400,3.391821390825095e-06,1.0
population,28800,3.391821390825095e-06,1.0
population,29200,3.391821390825095e-06,1.0
population,29600,3.391821390825095e-06,1.0
population,30000,3.391821390825095e-06,1.0
population,30400,3.391821390825095e-06,1.0
population,30800,3.391821390825095e-06,1.0
population,31200,3.391821390825095e-06,1.0
population,31600,3.391821390825095e-06,1.0
population,32000,3.3833394126542174e-06,1.0
population,32400,3.391821390825095e-06,1.0
population,32800,3.391821390825095e-06,1.0
population,33200,3.391821390825095e-06,1.0
population,33600,3.391821390825095e-06,1.0
population,34000,3.3833394126542174e-06,1.0
population,34400,3.3833394126542174e-06,1.0
population,34800,3.391821390825095e-06,1.0
population,35200,3.391821390825095e-06,1.0
population,35600,3.391821390825095e-06,1.0
population,36000,3.391821390825095e-06,1.0
population,36400,3.391821390825095e-06,1.0
population,36800,3.391821390825095e-06,1.0
population,37200,3.391821390825095e-06,1.0
population,37600,3.391821390825095e-06,1.0
population,38000,3.391821390825095e-06,1.0
population,38400,3.391821390825095e-06,1.0
population,38800,3.391821390825095e-06,1.0
population,39200,3.391821390825095e-06,1.0
population,39600,3.391821390825095e-06,1.0
population,40000,3.391821390825095e-06,1.0
population,40400,3.3833394126542174e-06,1.0
population,40800,3.391821390825095e-06,1.0
population,41200,3.3833394126542174e-06,1.0
population,41600,3.3748749558581833e-06,1.0
population,42000,3.391821390825095e-06,1.0
population,42400,3.391821390825095e-06,1.0
population,42800,3.391821390825095e-06,1.0
population,43200,3.391821390825095e-06,1.0
population,43600,3.391821390825095e-06,1.0
population,44000,3.3833394126542174e-06,1.0
population,44400,3.3748749558581833e-06,1.0
population,44800,3.391821390825095e-06,1.0
population,45200,3.3833394126542174e-06,1.0
population,45600,3.391821390825095e-06,1.0
population,46000,3.391821390825095e-06,1.0
population,46400,3.391821390825095e-06,1.0
population,46800,3.391821390825095e-06,1.0
population,47200,3.391821390825095e-06,1.0
